LocalTimeStamp,PupilLeft,PupilRight,EEG.Cz,EEG.Fz,EEG.Pz
09:47:25.152,2.72,2.58,-2.4925,12.011136,-0.673701
09:47:25.802,2.6,2.57,-8.700598,-1.748689,3.626539
09:47:25.827,2.58,2.66,-7.648368,-1.743961,-7.148433
09:47:25.877,2.75,2.61,-8.098598,-12.969806,-5.043191
09:47:25.902,3.14,2.64,-19.859455,-12.41914,-9.127564
09:47:25.977,2.72,2.68,-0.797005,-5.695843,-1.979197
09:47:26.102,2.47,2.74,-14.990836,-13.382592,-4.476656
09:47:26.127,2.51,2.69,1.967935,-12.831715,-4.463753
09:47:26.152,2.57,2.68,-0.595915,-9.71736,-3.93858
09:47:26.202,2.42,2.68,-15.396502,-8.119777,-11.581883
09:47:26.252,2.57,2.69,-4.065805,-12.165545,-3.825899
09:47:26.277,2.71,2.77,-1.490545,-13.155751,-0.743662
09:47:26.302,2.44,2.79,-13.260444,-15.162479,-4.328102
09:47:26.327,2.68,2.75,-18.839277,-12.536795,-15.048283
09:47:26.352,2.7,2.74,-19.295637,-11.987938,-15.00267
09:47:26.377,2.52,2.75,-16.682419,-11.43919,-14.444887
09:47:26.402,2.58,2.78,-2.804725,-4.23721,-3.644669
09:47:26.427,2.54,2.73,-12.021741,-4.219775,-1.578318
09:47:26.452,2.66,2.82,1.337876,-4.206615,-0.551022
09:47:26.477,2.55,2.78,-2.231275,-11.883751,-2.089883
09:47:26.502,2.61,2.75,-15.029206,-11.848136,-3.110288
09:47:26.527,2.61,2.76,-19.092876,-11.812627,-19.483028
09:47:26.552,2.42,2.78,-12.3602,-11.765448,-14.764215
09:47:26.577,2.6,2.78,-2.603659,-11.730186,0.641581
09:47:26.602,2.61,2.78,-3.106626,-11.695031,-0.385983
09:47:26.627,2.45,2.8,-11.803986,-11.659981,-9.615081
09:47:26.652,2.55,2.81,-5.092736,-11.61341,-0.875647
09:47:26.677,2.61,2.86,-4.568239,-9.029881,-0.362253
09:47:26.702,2.58,2.82,-11.73711,-8.493076,3.739346
09:47:26.727,2.61,2.86,-4.544493,-14.08917,3.728139
09:47:26.752,2.58,2.79,2.155266,-14.557203,2.691837
09:47:26.777,2.63,2.87,4.767615,-13.984703,1.669789
09:47:26.802,2.83,2.85,-6.999511,-9.324842,-15.75368
09:47:26.827,2.67,2.96,-8.524168,-11.362528,-11.612104
09:47:26.852,2.66,2.93,-7.990414,-10.302835,-10.552688
09:47:26.877,2.71,2.89,-11.05285,-4.639618,-7.443352
09:47:26.902,2.73,2.86,-8.462289,-18.962132,-7.422069
09:47:26.927,2.63,2.82,-6.371809,-15.317609,-7.399825
09:47:26.952,2.45,2.87,-11.977335,-11.171189,-6.86534
09:47:26.977,2.91,2.86,-8.856671,-7.539391,-10.428177
09:47:27.102,2.66,2.91,-10.752527,-7.984188,-14.879633
09:47:27.127,2.87,2.83,-12.765944,-11.031544,-6.123243
09:47:27.152,2.45,2.83,-14.780503,-10.998483,-6.616174
09:47:27.177,3.03,2.88,-13.206459,-10.96552,-7.108653
09:47:27.202,2.81,2.82,-15.214225,-10.408903,-6.567441
09:47:27.227,2.88,2.91,-0.839389,-7.81258,-2.964166
09:47:27.252,2.9,2.82,3.273887,-3.182495,-2.441949
09:47:27.327,2.76,2.87,-17.632648,-7.23546,-15.145598
09:47:27.352,2.89,2.82,-15.554664,-7.214801,-10.494049
09:47:27.377,2.7,2.91,-2.185483,-7.707024,-2.773881
09:47:27.402,2.62,2.83,3.987212,-7.165468,3.387252
09:47:27.427,2.53,2.85,-1.653849,-10.204548,-2.26986
09:47:27.452,2.66,2.82,-3.184278,-10.68576,-13.541006
09:47:27.477,2.67,2.89,-10.866529,-12.706042,-14.015809
09:47:27.502,2.63,2.84,-7.771393,-13.690528,-4.756877
09:47:27.527,2.68,2.89,-8.767545,-13.634824,-6.810682
09:47:27.552,2.64,2.9,-8.228963,-13.593961,-6.790272
09:47:27.577,2.58,2.82,-1.526359,-14.06604,-6.769409
09:47:27.602,2.53,2.14,-10.23614,-14.024397,-6.2363
09:47:27.627,2.65,2.82,-7.140329,-9.882365,-5.191456
09:47:27.652,2.61,2.79,-3.540512,-9.842383,-14.89432
09:47:27.677,2.59,2.77,-3.019131,-7.248784,-21.508144
09:47:27.702,2.63,2.79,-0.958288,-6.203468,-16.829325
09:47:27.727,2.58,2.7,-4.3219,-5.750639,-9.310457
09:47:27.802,2.61,2.86,2.861909,-3.180786,-9.301147
09:47:28.102,2.56,2.79,-3.298461,-2.660482,-9.787117
09:47:28.127,2.54,2.78,-5.855754,-2.653534,-7.713168
