LocalTimeStamp,PupilLeft,PupilRight,EEG.Cz,EEG.Fz,EEG.Pz
09:44:38.243,2.66,2.87,-10.578615,-7.919839,-11.028255
09:44:38.268,2.62,2.87,-10.567926,-11.487385,-21.761869
09:44:38.293,2.71,2.84,-15.141901,-15.035524,-14.014084
09:44:38.318,2.63,2.84,-10.482676,-15.503284,-14.483367
09:44:38.343,2.7,2.89,-7.354671,-10.834691,-8.27116
09:44:38.368,2.66,2.87,0.873522,-7.21914,-0.059184
09:44:38.393,2.58,2.82,0.360647,-10.786222,-1.08721
09:44:38.418,2.62,2.81,-4.766075,-13.317486,-18.521898
09:44:38.444,2.79,2.8,-8.333189,-14.797635,-10.777146
09:44:38.468,2.66,2.77,-11.904619,-10.657387,-6.142278
09:44:38.493,2.65,2.84,-4.1915,-10.624934,-6.634641
09:44:38.518,2.57,2.83,-6.230732,-11.104886,-7.126552
09:44:38.543,2.47,2.79,-7.234624,-11.071605,-7.618014
09:44:38.568,2.68,2.69,-4.128809,-11.026873,1.119601
09:44:38.593,2.8,2.73,-0.520542,-9.96767,0.084968
09:44:38.618,2.68,2.72,-12.301035,0.300671,-7.093747
09:44:38.643,2.82,2.69,-11.754423,0.81259,-7.072488
09:44:38.668,2.65,2.73,-11.196193,-3.795791,-7.04424
09:44:38.693,2.66,2.73,-11.674946,-3.784415,-6.510308
09:44:38.718,2.63,2.68,-12.667134,-3.773073,-4.95131
09:44:38.743,2.73,2.73,-9.857319,-6.586597,-3.367958
09:44:38.818,2.66,2.71,-9.334641,-13.246677,-3.36459
09:44:38.893,2.73,2.75,-6.248383,-17.335995,-2.848405
09:44:39.118,2.62,2.84,-2.632661,-11.131353,0.231185
09:44:39.143,2.57,2.82,-2.1099,-10.073377,0.230492
09:44:39.168,2.6,2.89,-0.044605,-7.477033,3.306723
09:44:39.193,2.63,2.81,-8.250109,-6.441797,3.808096
09:44:39.218,2.65,2.82,-3.624864,-3.865052,3.796171
09:44:39.243,2.72,2.84,-0.029867,0.755519,3.781009
09:44:39.268,2.81,2.83,-0.030291,0.753767,3.769677
09:44:39.293,2.67,2.82,-0.030713,-3.344904,3.245559
09:44:39.318,2.75,2.78,-0.543442,-3.33488,11.430707
09:44:39.343,2.9,2.81,6.635131,0.266645,10.873257
09:44:39.368,2.56,2.85,3.03114,0.778154,11.86631
09:44:39.393,2.7,2.84,5.083588,0.263514,8.24408
09:44:39.418,2.61,2.87,-7.216269,0.262724,-4.076528
09:44:39.443,2.69,2.87,11.764371,0.261675,2.595661
09:44:39.468,2.61,2.88,3.015269,0.260891,5.148396
09:44:39.493,2.63,2.87,-5.195818,0.259596,3.076046
09:44:39.518,2.56,2.8,-0.573577,3.847535,3.585799
09:44:39.543,2.67,2.91,3.014296,0.252413,7.158644
09:44:39.568,2.65,2.86,2.998662,0.763713,8.667491
09:44:39.593,2.56,2.93,-6.23597,-3.337551,-6.74002
09:44:39.618,2.51,2.83,10.198609,-3.327548,4.033005
